,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
3639,BNXUSDT,MTLUSDT,0.0,-4.86,-3.37,0.23,23
3210,BBUSDT,ROSEUSDT,0.01,-4.11,-3.37,4.41,23
3066,BANANAUSDT,IOTXUSDT,0.0,-4.12,-3.37,1208.66,23
5776,ENJUSDT,GNOUSDT,0.02,-3.7,-3.37,0.0,23
3688,BOMEUSDT,PNUTUSDT,0.0,-4.37,-3.37,0.01,23
6649,FORTHUSDT,CHILLGUYUSDT,0.04,-3.4,-3.37,72.19,23
4671,CRVUSDT,SEIUSDT,0.03,-3.49,-3.37,2.32,23
6628,FLUXUSDT,LDOUSDT,0.05,-3.37,-3.37,0.25,23
4672,CRVUSDT,SUIUSDT,0.02,-3.76,-3.37,0.19,23
3624,BNXUSDT,IOSTUSDT,0.02,-3.64,-3.37,43.18,23
4736,CTCUSDT,LAIUSDT,0.0,-6.63,-3.37,119.86,23
6781,FUSDT,SONICUSDT,0.04,-3.46,-3.37,0.09,23
3274,BEAMUSDT,PNUTUSDT,0.03,-3.59,-3.37,0.06,23
6310,FDUSDUSDT,SPECUSDT,0.01,-3.82,-3.37,0.19,23
4245,CHRUSDT,TROYUSDT,0.04,-3.43,-3.37,88.49,23
6818,GALAUSDT,LINKUSDT,0.02,-3.72,-3.37,0.0,23
4244,CHRUSDT,THEUSDT,0.01,-3.89,-3.37,0.23,23
6824,GALAUSDT,SUIUSDT,0.02,-3.71,-3.37,0.01,23
4243,CHRUSDT,STGUSDT,0.04,-3.43,-3.37,0.48,23
6267,FDUSDUSDT,PYTHUSDT,0.01,-3.87,-3.37,3.48,23
5154,DENTUSDT,RADUSDT,0.0,-4.44,-3.37,0.0,23
5807,EOSUSDT,MAXUSDT,0.03,-3.58,-3.37,5.97,23
4239,CHRUSDT,SHIB1000USDT,0.0,-4.58,-3.37,8.52,23
6263,FDUSDUSDT,PROMUSDT,0.02,-3.72,-3.37,0.2,23
4231,CHRUSDT,MERLUSDT,0.01,-3.95,-3.37,1.13,23
3824,C98USDT,CHILLGUYUSDT,0.01,-3.81,-3.37,2.12,23
6260,FDUSDUSDT,POWRUSDT,0.01,-3.94,-3.37,3.91,23
5160,DENTUSDT,THEUSDT,0.04,-3.43,-3.37,0.0,23
3827,C98USDT,DODOUSDT,0.03,-3.49,-3.37,1.21,23
5184,DGBUSDT,AGIUSDT,0.04,-3.45,-3.37,0.08,23
3163,BATUSDT,MAXUSDT,0.04,-3.45,-3.37,1.72,23
5658,DRIFTUSDT,RENUSDT,0.02,-3.62,-3.37,35.9,23
3456,BNBUSDT,ALGOUSDT,0.02,-3.67,-3.37,1782.36,23
5260,DGBUSDT,GMXUSDT,0.05,-3.37,-3.37,0.0,23
6479,FIOUSDT,LAIUSDT,0.0,-4.3,-3.37,3.85,23
2837,AVAUSDT,BIGTIMEUSDT,0.02,-3.6,-3.37,9.29,23
5141,DENTUSDT,GNOUSDT,0.01,-4.02,-3.37,0.0,23
5667,DRIFTUSDT,VELOUSDT,0.04,-3.39,-3.37,42.01,23
4943,CVCUSDT,DOGSUSDT,0.04,-3.44,-3.37,476.33,23
5118,DBRUSDT,REQUSDT,0.01,-3.86,-3.37,0.26,23
5698,DYDXUSDT,RADUSDT,0.0,-5.04,-3.37,1.04,23
4985,CVXUSDT,DENTUSDT,0.01,-4.0,-3.37,2836.15,23
4989,CVXUSDT,FOXYUSDT,0.04,-3.39,-3.37,460.1,23
4997,CVXUSDT,KSMUSDT,0.03,-3.56,-3.37,0.12,23
5005,CVXUSDT,ORCAUSDT,0.03,-3.47,-3.37,1.12,23
4356,COMPUSDT,RAREUSDT,0.02,-3.74,-3.37,791.91,23
5021,CYBERUSDT,10000LADYSUSDT,0.03,-3.54,-3.37,4159.42,23
2872,AVAUSDT,RAREUSDT,0.01,-3.79,-3.37,9.44,23
5022,CYBERUSDT,FIDAUSDT,0.03,-3.53,-3.37,12.81,23
4333,COMPUSDT,HPOS10IUSDT,0.0,-4.67,-3.37,502.85,23
4310,COMPUSDT,1000CATUSDT,0.01,-3.81,-3.37,4383.35,23
6378,FIDAUSDT,HPOS10IUSDT,0.0,-4.14,-3.37,1.42,23
5884,ETHFIUSDT,PORTALUSDT,0.02,-3.72,-3.37,7.79,23
4281,COMBOUSDT,ATHUSDT,0.02,-3.75,-3.37,6.35,23
5087,DASHUSDT,VRUSDT,0.02,-3.77,-3.37,3537.08,23
4259,CKBUSDT,HPOS10IUSDT,0.01,-4.0,-3.37,0.06,23
6517,FIOUSDT,VOXELUSDT,0.04,-3.42,-3.37,0.23,23
4253,CKBUSDT,1000CATUSDT,0.04,-3.39,-3.37,0.53,23
5902,ETHUSDT,KASUSDT,0.03,-3.47,-3.37,25239.02,23
3806,BSWUSDT,IOTXUSDT,0.01,-3.82,-3.37,1.76,23
5104,DATAUSDT,PNUTUSDT,0.0,-4.31,-3.37,0.12,23
2955,BAKEUSDT,HPOS10IUSDT,0.03,-3.5,-3.37,1.35,23
8939,LOOKSUSDT,THEUSDT,0.02,-3.61,-3.37,0.05,23
3955,CELOUSDT,RDNTUSDT,0.03,-3.56,-3.37,11.91,23
1053,1000LUNCUSDT,TUSDT,0.02,-3.64,-3.37,3.1,23
11726,RAREUSDT,POWRUSDT,0.02,-3.68,-3.37,0.35,23
8722,KNCUSDT,STGUSDT,0.03,-3.56,-3.37,1.51,23
11737,RAREUSDT,UROUSDT,0.04,-3.47,-3.37,10.95,23
11738,RAREUSDT,VANAUSDT,0.01,-3.78,-3.37,0.01,23
8695,KNCUSDT,BAKEUSDT,0.04,-3.45,-3.37,2.7,23
11772,RDNTUSDT,VANAUSDT,0.01,-4.07,-3.37,0.0,23
11773,RDNTUSDT,VRUSDT,0.04,-3.42,-3.37,4.85,23
11784,RENUSDT,BRETTUSDT,0.02,-3.66,-3.37,0.32,23
11788,RENUSDT,CTCUSDT,0.02,-3.6,-3.37,0.03,23
11805,RENUSDT,MAVUSDT,0.01,-3.92,-3.37,0.2,23
11808,RENUSDT,MOBILEUSDT,0.03,-3.49,-3.37,33.04,23
2084,AKTUSDT,VRUSDT,0.01,-4.06,-3.37,274.31,23
11634,RADUSDT,STEEMUSDT,0.0,-4.95,-3.37,4.88,23
1031,1000LUNCUSDT,IOTAUSDT,0.0,-4.69,-3.37,0.26,23
8646,KDAUSDT,NOTUSDT,0.01,-4.06,-3.37,168.66,23
1030,1000LUNCUSDT,IDEXUSDT,0.02,-3.61,-3.37,1.66,23
11883,REQUSDT,AKTUSDT,0.03,-3.51,-3.37,0.05,23
11930,REQUSDT,BLASTUSDT,0.02,-3.69,-3.37,20.46,23
12087,REQUSDT,MANEKIUSDT,0.02,-3.62,-3.37,35.81,23
2101,ALGOUSDT,CHILLGUYUSDT,0.03,-3.52,-3.37,6.46,23
12203,REQUSDT,SOLVUSDT,0.02,-3.74,-3.37,2.11,23
2110,ALGOUSDT,GMXUSDT,0.01,-3.84,-3.37,0.02,23
988,1000FLOKIUSDT,FOXYUSDT,0.03,-3.52,-3.37,18.45,23
982,1000FLOKIUSDT,BNTUSDT,0.01,-3.88,-3.37,0.19,23
11701,RAREUSDT,CVCUSDT,0.02,-3.75,-3.37,0.64,23
2046,AKTUSDT,COMBOUSDT,0.03,-3.57,-3.37,7.62,23
798,10000WHYUSDT,BALUSDT,0.02,-3.62,-3.37,0.0,23
11486,QIUSDT,VOXELUSDT,0.03,-3.56,-3.37,0.1,23
1172,1000TURBOUSDT,BSVUSDT,0.04,-3.41,-3.37,0.11,23
8916,LOOKSUSDT,NFPUSDT,0.02,-3.65,-3.37,0.17,23
11425,PYTHUSDT,SPECUSDT,0.0,-4.65,-3.37,0.06,23
11426,PYTHUSDT,STGUSDT,0.01,-4.08,-3.37,0.85,23
8904,LOOKSUSDT,FXSUSDT,0.01,-3.85,-3.37,0.01,23
11455,QIUSDT,LAIUSDT,0.02,-3.62,-3.37,1.68,23
8842,LISTAUSDT,RENDERUSDT,0.02,-3.67,-3.37,0.04,23
8840,LISTAUSDT,HPOS10IUSDT,0.04,-3.43,-3.37,1.9,23
1999,AIOZUSDT,FIREUSDT,0.04,-3.43,-3.37,3.6,23
11457,QIUSDT,LRCUSDT,0.03,-3.55,-3.37,0.08,23
8824,LINKUSDT,KAVAUSDT,0.01,-3.93,-3.37,54.87,23
1131,1000RATSUSDT,ORCAUSDT,0.0,-4.69,-3.37,0.01,23
2041,AKTUSDT,AUCTIONUSDT,0.02,-3.63,-3.37,0.21,23
11526,RADUSDT,BOMEUSDT,0.0,-5.25,-3.37,304.07,23
2016,AIUSDT,FUELUSDT,0.04,-3.39,-3.37,17.2,23
8785,LINAUSDT,CHILLGUYUSDT,0.01,-3.83,-3.37,0.06,23
8775,LINAUSDT,1000000MOGUSDT,0.01,-3.98,-3.37,0.0,23
11548,RADUSDT,GMXUSDT,0.0,-5.43,-3.37,0.05,23
8768,LAIUSDT,SLFUSDT,0.04,-3.44,-3.37,0.03,23
1115,1000RATSUSDT,HMSTRUSDT,0.04,-3.39,-3.37,11.39,23
11597,RADUSDT,RENDERUSDT,0.0,-5.11,-3.37,0.17,23
2038,AKTUSDT,ALPACAUSDT,0.05,-3.37,-3.37,19.6,23
11621,RADUSDT,SLERFUSDT,0.0,-4.73,-3.37,6.77,23
2039,AKTUSDT,API3USDT,0.04,-3.46,-3.37,2.11,23
8605,KAIAUSDT,SOLUSDT,0.01,-4.06,-3.37,0.0,23
2123,ALGOUSDT,ORDERUSDT,0.02,-3.73,-3.37,1.61,23
967,1000CATUSDT,ROSEUSDT,0.0,-4.12,-3.37,0.26,23
8285,ICPUSDT,PIRATEUSDT,0.04,-3.42,-3.37,101.77,23
12456,RVNUSDT,10000SATSUSDT,0.03,-3.56,-3.37,13.62,23
8370,IDUSDT,POWRUSDT,0.04,-3.44,-3.37,1.39,23
12460,RVNUSDT,DUSKUSDT,0.01,-4.01,-3.37,0.11,23
898,1000BTTUSDT,FLMUSDT,0.01,-3.8,-3.37,0.02,23
12519,SAFEUSDT,LAIUSDT,0.01,-3.84,-3.37,98.62,23
8355,IDUSDT,1000RATSUSDT,0.01,-3.84,-3.37,11.75,23
8345,IDEXUSDT,SLFUSDT,0.02,-3.68,-3.37,0.2,23
12523,SAFEUSDT,MAGICUSDT,0.03,-3.56,-3.37,2.33,23
885,1000BONKUSDT,PNUTUSDT,0.03,-3.54,-3.37,0.1,23
12556,SAFEUSDT,VOXELUSDT,0.02,-3.61,-3.37,5.94,23
2251,ALTUSDT,GRTUSDT,0.03,-3.57,-3.37,0.41,23
12573,SAGAUSDT,TUSDT,0.03,-3.55,-3.37,45.26,23
12295,RIFUSDT,SCUSDT,0.02,-3.71,-3.37,15.42,23
850,10000WHYUSDT,SENDUSDT,0.0,-4.49,-3.37,0.0,23
2265,ALTUSDT,SAGAUSDT,0.01,-4.1,-3.37,0.06,23
12632,SANDUSDT,SOLUSDT,0.0,-4.24,-3.37,0.0,23
8260,HPOS10IUSDT,SPECUSDT,0.0,-4.25,-3.37,0.03,23
8254,HPOS10IUSDT,PROMUSDT,0.03,-3.59,-3.37,0.03,23
8252,HPOS10IUSDT,PONKEUSDT,0.02,-3.7,-3.37,0.82,23
829,10000WHYUSDT,ILVUSDT,0.02,-3.6,-3.37,0.0,23
12670,SCRUSDT,BANANAUSDT,0.02,-3.65,-3.37,0.02,23
8243,HPOS10IUSDT,MINAUSDT,0.0,-4.52,-3.37,0.3,23
2295,AMBUSDT,MEUSDT,0.0,-4.3,-3.37,0.0,23
12675,SCRUSDT,CHRUSDT,0.02,-3.71,-3.37,4.17,23
8380,ILVUSDT,ALPACAUSDT,0.01,-3.82,-3.37,230.94,23
8396,ILVUSDT,VRUSDT,0.03,-3.48,-3.37,3232.19,23
8408,IMXUSDT,RENUSDT,0.03,-3.52,-3.37,43.81,23
2203,ALPACAUSDT,ORBSUSDT,0.04,-3.42,-3.37,4.92,23
8520,IOTXUSDT,VANRYUSDT,0.01,-4.0,-3.37,0.44,23
955,1000CATUSDT,NEARUSDT,0.0,-4.39,-3.37,0.0,23
8511,IOTXUSDT,RADUSDT,0.0,-5.67,-3.37,0.03,23
2143,ALGOUSDT,VELODROMEUSDT,0.0,-4.44,-3.37,3.87,23
2144,ALGOUSDT,VELOUSDT,0.0,-4.2,-3.37,17.14,23
2145,ALGOUSDT,VRUSDT,0.01,-3.77,-3.37,40.26,23
8508,IOTXUSDT,NTRNUSDT,0.04,-3.4,-3.37,0.11,23
2150,ALICEUSDT,CHESSUSDT,0.0,-4.61,-3.37,6.24,23
12309,RLCUSDT,BLUEUSDT,0.03,-3.52,-3.37,8.45,23
8497,IOTXUSDT,LOOKSUSDT,0.0,-4.66,-3.37,0.96,23
8496,IOTXUSDT,LINAUSDT,0.0,-4.22,-3.37,9.0,23
8478,IOTXUSDT,1000000MOGUSDT,0.01,-3.81,-3.37,0.03,23
2163,ALICEUSDT,HPOS10IUSDT,0.01,-3.78,-3.37,6.79,23
8477,IOTAUSDT,VELOUSDT,0.04,-3.38,-3.37,13.69,23
12366,ROSEUSDT,NMRUSDT,0.0,-4.28,-3.37,0.0,23
12376,ROSEUSDT,STRKUSDT,0.0,-4.5,-3.37,0.17,23
2171,ALICEUSDT,RADUSDT,0.0,-5.31,-3.37,0.92,23
12414,RSS3USDT,DEXEUSDT,0.03,-3.49,-3.37,0.0,23
2184,ALPACAUSDT,AUCTIONUSDT,0.02,-3.61,-3.37,0.01,23
2187,ALPACAUSDT,COMBOUSDT,0.01,-3.83,-3.37,0.39,23
2189,ALPACAUSDT,DASHUSDT,0.04,-3.46,-3.37,0.0,23
2192,ALPACAUSDT,GUSDT,0.04,-3.41,-3.37,4.93,23
1589,ACXUSDT,JUSDT,0.01,-3.9,-3.37,1.35,23
8957,LPTUSDT,RPLUSDT,0.04,-3.44,-3.37,1.34,23
1174,1000TURBOUSDT,CAKEUSDT,0.0,-4.32,-3.37,2.76,23
8975,LQTYUSDT,DATAUSDT,0.03,-3.55,-3.37,46.85,23
10154,NOTUSDT,RADUSDT,0.0,-6.32,-3.37,0.0,23
9543,MAXUSDT,ROSEUSDT,0.02,-3.69,-3.37,2.11,23
9542,MAXUSDT,RIFUSDT,0.03,-3.48,-3.37,1.62,23
1519,ACTUSDT,IOTXUSDT,0.03,-3.53,-3.37,6.09,23
10101,NKNUSDT,LAIUSDT,0.03,-3.55,-3.37,9.9,23
1505,ACTUSDT,ALTUSDT,0.04,-3.46,-3.37,2.62,23
10122,NMRUSDT,PENDLEUSDT,0.01,-4.01,-3.37,3.58,23
10127,NMRUSDT,TOKENUSDT,0.02,-3.66,-3.37,356.7,23
9514,MAXUSDT,NKNUSDT,0.02,-3.69,-3.37,1.62,23
9511,MAXUSDT,MVLUSDT,0.05,-3.37,-3.37,27.3,23
9505,MAXUSDT,MNTUSDT,0.01,-3.84,-3.37,0.11,23
10146,NOTUSDT,MASKUSDT,0.03,-3.48,-3.37,0.0,23
10190,NSUSDT,ATHUSDT,0.03,-3.57,-3.37,4.13,23
1451,AAVEUSDT,DOTUSDT,0.02,-3.61,-3.37,51.26,23
9491,MAXUSDT,LQTYUSDT,0.01,-3.82,-3.37,0.08,23
1484,ACEUSDT,MTLUSDT,0.0,-4.57,-3.37,1.28,23
1481,ACEUSDT,LAIUSDT,0.04,-3.44,-3.37,181.46,23
9486,MAXUSDT,KSMUSDT,0.02,-3.71,-3.37,0.01,23
1731,ADAUSDT,SOLVUSDT,0.03,-3.49,-3.37,16.9,23
9482,MAXUSDT,KASUSDT,0.01,-4.09,-3.37,1.01,23
1743,ADAUSDT,VELODROMEUSDT,0.0,-4.19,-3.37,9.66,23
1466,ACEUSDT,CHILLGUYUSDT,0.0,-4.42,-3.37,24.92,23
9459,MAXUSDT,GMTUSDT,0.04,-3.47,-3.37,1.34,23
9452,MAXUSDT,FLOWUSDT,0.04,-3.39,-3.37,0.2,23
10319,NTRNUSDT,MYROUSDT,0.04,-3.42,-3.37,8.66,23
9546,MAXUSDT,SAFEUSDT,0.03,-3.5,-3.37,0.16,23
9552,MAXUSDT,SCUSDT,0.03,-3.48,-3.37,24.97,23
1524,ACTUSDT,L3USDT,0.04,-3.43,-3.37,1.6,23
9560,MAXUSDT,STORJUSDT,0.03,-3.5,-3.37,0.3,23
9875,MONUSDT,FWOGUSDT,0.04,-3.42,-3.37,0.62,23
9918,MORPHOUSDT,OGUSDT,0.02,-3.74,-3.37,0.77,23
1616,ACXUSDT,PUFFERUSDT,0.03,-3.49,-3.37,0.75,23
9766,MEUSDT,NMRUSDT,0.03,-3.51,-3.37,0.15,23
9922,MORPHOUSDT,PUFFERUSDT,0.03,-3.49,-3.37,5.59,23
9930,MOVRUSDT,CHILLGUYUSDT,0.04,-3.39,-3.37,160.21,23
9939,MOVRUSDT,ROSEUSDT,0.04,-3.42,-3.37,153.93,23
9696,MDTUSDT,MVLUSDT,0.01,-4.05,-3.37,9.81,23
9692,MDTUSDT,LUMIAUSDT,0.01,-3.97,-3.37,0.05,23
1559,ACXUSDT,AVAILUSDT,0.02,-3.6,-3.37,3.8,23
9970,MTLUSDT,LAIUSDT,0.03,-3.56,-3.37,141.59,23
10003,MVLUSDT,RAREUSDT,0.02,-3.6,-3.37,0.05,23
9635,MBOXUSDT,FLOWUSDT,0.03,-3.58,-3.37,0.21,23
9634,MBOXUSDT,FLMUSDT,0.03,-3.53,-3.37,2.61,23
1542,ACTUSDT,VOXELUSDT,0.04,-3.41,-3.37,1.43,23
10010,MYRIAUSDT,AIUSDT,0.0,-4.18,-3.37,0.0,23
10012,MYRIAUSDT,ANIMEUSDT,0.01,-3.95,-3.37,0.05,23
10016,MYRIAUSDT,MAVIAUSDT,0.0,-4.24,-3.37,0.0,23
1677,ADAUSDT,FARTCOINUSDT,0.0,-4.31,-3.37,0.91,23
9571,MAXUSDT,THETAUSDT,0.02,-3.63,-3.37,0.07,23
9566,MAXUSDT,SUSHIUSDT,0.03,-3.57,-3.37,0.1,23
10019,MYRIAUSDT,RADUSDT,0.0,-4.36,-3.37,0.0,23
10049,NEARUSDT,MYROUSDT,0.05,-3.37,-3.37,142.95,23
9445,MAXUSDT,ENJUSDT,0.03,-3.49,-3.37,0.84,23
9433,MAXUSDT,CVXUSDT,0.04,-3.44,-3.37,0.04,23
11384,PROSUSDT,VELODROMEUSDT,0.02,-3.69,-3.37,4.55,23
9136,LUMIAUSDT,ALUUSDT,0.01,-3.84,-3.37,8.49,23
1863,AGIUSDT,CARVUSDT,0.0,-4.2,-3.37,0.21,23
10994,PERPUSDT,HIGHUSDT,0.03,-3.48,-3.37,0.53,23
11009,PERPUSDT,TRBUSDT,0.0,-4.26,-3.37,0.01,23
11020,PHAUSDT,POLUSDT,0.03,-3.52,-3.37,0.49,23
11056,PNUTUSDT,RADUSDT,0.0,-4.33,-3.37,0.25,23
9254,MANAUSDT,MTLUSDT,0.02,-3.62,-3.37,0.39,23
9251,MANAUSDT,MBOXUSDT,0.03,-3.47,-3.37,3.22,23
11110,POLYXUSDT,NOTUSDT,0.04,-3.46,-3.37,51.91,23
1269,1000XECUSDT,BNXUSDT,0.03,-3.49,-3.37,0.12,23
1249,1000XECUSDT,1000LUNCUSDT,0.03,-3.53,-3.37,0.42,23
9163,LUNA2USDT,THEUSDT,0.04,-3.45,-3.37,0.46,23
9131,LUCEUSDT,MYRIAUSDT,0.04,-3.39,-3.37,4.55,23
1447,A8USDT,TRUMPUSDT,0.03,-3.53,-3.37,0.01,23
1912,AGIUSDT,MEMEFIUSDT,0.0,-4.35,-3.37,59.3,23
11285,PROMUSDT,HFTUSDT,0.03,-3.57,-3.37,33.62,23
11302,PROMUSDT,SLPUSDT,0.03,-3.58,-3.37,1755.6,23
9045,LSKUSDT,ASTRUSDT,0.04,-3.41,-3.37,17.37,23
11303,PROMUSDT,SNTUSDT,0.01,-3.93,-3.37,128.18,23
1941,AGIUSDT,RAREUSDT,0.05,-3.37,-3.37,1.45,23
11332,PROSUSDT,CARVUSDT,0.03,-3.54,-3.37,0.71,23
11348,PROSUSDT,IDEXUSDT,0.03,-3.59,-3.37,9.6,23
1195,1000TURBOUSDT,GRTUSDT,0.01,-3.94,-3.37,30.92,23
1187,1000TURBOUSDT,ETCUSDT,0.01,-3.98,-3.37,0.21,23
1959,AGIUSDT,TONUSDT,0.0,-4.16,-3.37,0.03,23
9284,MANAUSDT,SOLVUSDT,0.01,-4.07,-3.37,7.95,23
10947,PEAQUSDT,PNUTUSDT,0.03,-3.49,-3.37,1.3,23
10934,PEAQUSDT,MYRIAUSDT,0.04,-3.43,-3.37,147.77,23
10891,PEAQUSDT,DBRUSDT,0.04,-3.4,-3.37,10.94,23
